,AmountFunded,AmountRemaining,AmountBorrowed,BankDraftFeeAnnualRate,BidCount,BidMaximumRate,BorrowerMaximumRate,BorrowerRate,BorrowerState,Category,CreditGrade,DebtToIncomeRatio,Duration,GroupLeaderRewardRate,IsBorrowerHomeowner,LenderRate,LoanTermInMonths,PercentFunded,ProductSpecID,people_count,amount_sum,winningpeople_sum,Partially Participating_people_sum,win/totol,partial/totolpeople,outbid_money,0.3T_yield_max,0.6T_rate_max,0.9T_rate_mean,CreationDate_month,CreationDate_week,time_minute,weekofyear,TARGET
0,10000.0,0.0,10000.0,0.0,214,0.2415,0.29,0.242,12,0,5,0.05,10,0.0,0,0.242,36,1.0,1,191.0,18380.6,116.0,1.0,0.6073298429319371,0.005235602094240838,7609.6,0.27,0.2659,0.1675,8,4,698,35,-1.0
3,3100.0,0.0,3100.0,0.0,1,0.1295,0.13,0.13,5,1,5,0.32,3,0.0,0,0.13,36,1.0,1,1.0,3100.0,1.0,0.0,1.0,0.0,0.0,0.141,0.14,0.3675833333333333,2,1,971,6,-1.0
6,5000.0,0.0,5000.0,0.0,174,0.1695,0.2,0.17,5,0,4,0.3,7,0.0,0,0.17,36,1.0,1,147.0,14076.14,70.0,1.0,0.4761904761904762,0.006802721088435374,9055.0,0.183,0.193,0.1348939393939394,3,6,642,11,-1.0
10,15000.0,0.0,15000.0,0.0,337,0.1995,0.26,0.215,5,0,5,0.18,3,0.015,0,0.2,36,1.0,1,261.0,31473.45,144.0,1.0,0.5517241379310345,0.0038314176245210726,16378.940000000002,0.24,0.2445,0.08489,12,4,809,51,-1.0
11,1500.0,0.0,1500.0,0.0,35,0.152,0.1575,0.1525,15,0,5,0.19,10,0.0,0,0.1525,36,1.0,1,32.0,2750.0,18.0,1.0,0.5625,0.03125,1200.0,0.1685,0.1575,0.0,5,3,863,20,-1.0
12,6000.0,0.0,6000.0,0.0,234,0.1845,0.29,0.185,34,0,4,0.33,10,0.0,1,0.185,36,1.0,1,183.0,17677.480000000003,70.0,1.0,0.3825136612021858,0.00546448087431694,11649.07,0.28,0.29,0.2013195121951219,9,3,666,37,-1.0
15,3500.0,0.0,3500.0,0.0,60,0.2153,0.2261,0.2158,28,1,4,0.34,7,0.0,1,0.2158,36,1.0,1,60.0,4249.29,49.0,1.0,0.8166666666666667,0.016666666666666666,740.13,0.0,0.2261,0.0,3,0,1250,14,-1.0
16,4200.0,0.0,4200.0,0.0,73,0.1545,0.157,0.155,34,5,5,0.23,3,0.0,0,0.155,36,1.0,1,73.0,4435.969999999998,69.0,1.0,0.9452054794520548,0.0136986301369863,200.0,0.168,0.16699999999999998,0.3675833333333333,3,2,677,11,-1.0
18,7000.0,0.0,7000.0,0.0,138,0.179,0.193,0.1795,36,1,5,0.24,7,0.0,0,0.1795,36,1.0,1,131.0,9560.32,110.0,1.0,0.8396946564885496,0.0076335877862595426,2488.66,0.175,0.1929,0.0,4,0,1156,18,-1.0
19,5500.0,0.0,5500.0,0.0,84,0.2495,0.2583,0.25,3,5,5,0.37,7,0.0,0,0.25,36,1.0,1,84.0,5549.06,83.0,1.0,0.988095238095238,0.011904761904761904,0.0,0.0,0.0,0.3675833333333333,6,2,521,26,-1.0
21,15000.0,0.0,15000.0,0.0,467,0.1684,0.2324,0.1789,10,0,4,0.16,5,0.01,1,0.1689,36,1.0,1,378.0,39885.359999999986,167.0,1.0,0.4417989417989418,0.002645502645502645,24845.21,0.2124,0.21,0.11741041666666667,5,0,822,21,-1.0
22,3000.0,0.0,3000.0,0.0,145,0.1275,0.1767,0.128,6,1,4,0.19,7,0.0,1,0.128,36,1.0,1,142.0,8903.98,45.0,1.0,0.31690140845070425,0.007042253521126761,5863.75,0.1518,0.1515,0.08490250000000002,9,1,1038,38,-1.0
25,2800.0,0.0,2800.0,0.0,86,0.1285,0.1885,0.129,11,4,4,0.22,7,0.0,0,0.129,36,1.0,1,79.0,6644.85,36.0,1.0,0.4556962025316456,0.012658227848101266,3807.59,0.168,0.0,0.3675833333333333,6,5,722,24,-1.0
26,3600.0,0.0,3600.0,0.0,34,0.2895,0.29,0.29,1,0,5,0.39,3,0.0,0,0.29,36,1.0,1,32.0,3627.27,33.0,1.0,1.03125,0.03125,0.0,0.301,0.3,0.3675833333333333,3,3,962,11,-1.0
27,3000.0,0.0,3000.0,0.0,33,0.1622,0.1627,0.1627,6,0,4,0.08,5,0.0,0,0.1627,36,1.0,1,32.0,3025.470000000001,32.0,1.0,1.0,0.03125,0.0,0.17370000000000002,0.17270000000000002,0.3675833333333333,10,4,296,42,-1.0
28,2000.0,0.0,2000.0,0.0,12,0.1495,0.16,0.15,16,0,4,0.06,7,0.0,0,0.15,36,1.0,1,12.0,2440.0,8.0,1.0,0.6666666666666666,0.08333333333333333,400.0,0.171,0.17,0.3675833333333333,9,1,889,39,-1.0
29,5000.0,0.0,5000.0,0.0,167,0.1295,0.15,0.13,21,0,4,0.22,10,0.0,0,0.13,36,1.0,1,137.0,13328.88,61.0,1.0,0.4452554744525548,0.007299270072992701,8171.99,0.14,0.15,0.08825714285714285,4,3,1152,16,-1.0
30,10000.0,0.0,10000.0,0.0,178,0.1645,0.175,0.165,16,0,4,0.14,10,0.0,0,0.165,36,1.0,1,164.0,14130.859999999995,125.0,1.0,0.7621951219512195,0.006097560975609756,4083.68,0.0,0.168,0.04787543859649122,4,2,1099,14,-1.0
31,2500.0,0.0,2500.0,0.0,117,0.1225,0.16399999999999998,0.123,6,0,4,0.14,7,0.0,0,0.123,36,1.0,1,90.0,10296.43,29.0,1.0,0.32222222222222224,0.011111111111111113,7781.84,0.1475,0.142,0.10476666666666667,7,2,747,29,-1.0
32,1680.0,0.0,1680.0,0.0,31,0.104,0.17,0.1045,41,4,4,0.15,10,0.0,0,0.1045,36,1.0,1,31.0,1875.0,27.0,1.0,0.8709677419354839,0.03225806451612903,150.0,0.18100000000000002,0.18000000000000002,0.3675833333333333,4,4,874,15,-1.0
35,3500.0,0.0,3500.0,0.0,25,0.1495,0.15,0.15,15,0,4,0.23,7,0.0,1,0.15,36,1.0,1,25.0,3700.0,22.0,1.0,0.88,0.04,175.0,0.14,0.16,0.3675833333333333,2,5,981,8,-1.0
36,3500.0,0.0,3500.0,0.0,74,0.1795,0.1938,0.18,10,0,4,0.16,10,0.0,0,0.18,36,1.0,1,64.0,5981.13,48.0,1.0,0.75,0.015625,2435.96,0.0,0.1938,0.05236428571428571,10,3,729,40,-1.0
